 	Image A	Image B	ROI	Auto Threshold A	Auto Threshold B	Using Stack Histogram	Pearson's Coefficient	M1	M2	Threshold A	Threshold B	Thresholded M1	Thresholded M2	Random Pearson Costes 2D	Random Pearson Costes 2D pValueCorrelated	Random Pearson Costes 2D pValueAntiCorrelated	Area tot	Area A	Area B	Area Overlap	Timepoint
12	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_1(14).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_1(14).tif T1	nucleus	Otsu	Otsu	True	-0.121	0.948	0.967	2317	1664	0.222	0.082	-19.314	1.416E-164	1.000	253.185	32.017	100.904	7.879	1
13	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	nucleus	Otsu	Otsu	True	-0.025	0.962	0.930	596	4088	0.009	0.146	-4.663	2.128E-11	1.000	332.162	37.753	2.188	0.323	1
14	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-11_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-11_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus	Otsu	Otsu	True	0.030	0.980	0.956	279	1311	0.371	0.122	5.305	1.000	3.118E-14	220.704	26.964	81.023	9.744	1
15	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-11_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-11_Out_Channel Alignment.czi_nucleo_1(11).tif T1	nucleus	Otsu	Otsu	True	-0.020	0.962	0.957	272	1195	0.263	0.116	-3.071	7.010E-6	1.000	220.548	29.673	72.040	8.198	1
16	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-12_Out_Channel Alignment.czi_nucleo_0(14).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-12_Out_Channel Alignment.czi_nucleo_0(14).tif T1	nucleus	Otsu	Otsu	True	-0.001	0.949	0.961	2191	4669	0.009	0.183	-0.609	0.194	0.806	307.388	43.595	2.255	0.416	1
17	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_0(12).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_0(12).tif T1	nucleus	Otsu	Otsu	True	0.038	0.955	0.974	741	957	0.321	0.092	4.049	1.000	5.153E-9	207.857	19.576	69.752	6.219	1
18	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_1(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_1(13).tif T1	nucleus	Otsu	Otsu	True	0.004	0.958	0.961	802	1064	0.345	0.099	0.049	0.528	0.472	250.919	26.945	96.322	9.476	1
19	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_2(16).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-14_Out_Channel Alignment.czi_nucleo_2(16).tif T1	nucleus	Otsu	Otsu	True	-0.076	0.985	0.942	987	1033	0.321	0.074	-10.314	1.713E-48	1.000	241.140	23.279	108.947	8.058	1
20	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus	Otsu	Otsu	True	-0.002	0.911	0.966	1250	936	0.225	0.090	-0.756	0.143	0.857	215.825	24.998	69.352	6.145	1
21	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_1(12).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_1(12).tif T1	nucleus	Otsu	Otsu	True	-0.051	0.835	0.965	1565	1018	0.186	0.065	-8.336	2.232E-32	1.000	205.983	22.536	73.919	4.547	1
22	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_2(10).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_2(10).tif T1	nucleus	Otsu	Otsu	True	0.010	0.941	0.972	1025	945	0.295	0.135	1.344	0.971	0.029	231.315	32.317	76.966	10.227	1
23	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_1(16).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_1(16).tif T1	nucleus	Otsu	Otsu	True	-0.009	0.959	0.974	1343	1419	0.293	0.129	-1.421	0.022	0.978	316.447	44.114	102.415	13.096	1
