 	Image A	Image B	ROI	Auto Threshold A	Auto Threshold B	Using Stack Histogram	Pearson's Coefficient	M1	M2	Threshold A	Threshold B	Thresholded M1	Thresholded M2	Random Pearson Costes 2D	Random Pearson Costes 2D pValueCorrelated	Random Pearson Costes 2D pValueAntiCorrelated	Area tot	Area A	Area B	Area Overlap	Timepoint
21	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11).tif T1	combine	Otsu	Otsu	TRUE	0.458	0.799	0.937	3912	10072	0.402	0.674	17.265	1	5.63E-132	41.798	10.799	6.634	4.282	1
22	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.243	0.515	0.785	1462	5970	0.105	0.567	38.117	1	0	276.455	39.44	6.412	3.266	1
23	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	nucleus	Otsu	Otsu	TRUE	0.392	0.613	0.819	2240	4702	0.304	0.526	51.632	1	0	344.144	36.117	19.579	9.457	1
24	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	combine	Otsu	Otsu	TRUE	0.382	0.788	0.904	3012	5557	0.427	0.557	18.493	1	4.58E-151	50.284	14.645	11.493	6.075	1
25	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.146	0.508	0.734	1329	3274	0.094	0.364	21.409	1	1.13E-201	293.86	43.834	10.817	3.725	1
26	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	nucleus	Otsu	Otsu	TRUE	0.258	0.73	0.8	573	2645	0.26	0.27	43.818	1	0	458.711	43.452	40.083	10.631	1
27	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	combine	Otsu	Otsu	TRUE	0.288	0.85	0.839	847	2550	0.321	0.447	14.782	1	2.40E-97	57.359	13.333	9.592	4.144	1
28	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.23	0.676	0.79	352	2747	0.193	0.385	36.924	1	0	401.352	58.444	29.55	10.733	1
29	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	nucleus	Otsu	Otsu	TRUE	0.173	0.586	0.809	3857	8994	0.06	0.178	19.693	1	5.45E-171	243.47	11.921	4.494	0.808	1
30	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	combine	Otsu	Otsu	TRUE	0.135	0.703	0.849	4945	5874	0.116	0.337	4.276	1	7.36E-10	21.689	5.124	1.892	0.659	1
31	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.172	0.535	0.8	2268	10458	0.056	0.369	19.517	1	5.38E-168	221.781	14.587	2.845	0.89	1
32	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	nucleus	Otsu	Otsu	TRUE	0.254	0.541	0.837	2068	6306	0.197	0.417	29.434	1	0	217.685	25.812	11.252	4.513	1
33	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	combine	Otsu	Otsu	TRUE	0.253	0.731	0.906	2948	6379	0.302	0.452	10.358	1	6.91E-49	33.379	8.402	5.693	2.485	1
34	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.13	0.441	0.792	1341	6863	0.064	0.402	16.785	1	7.39E-125	184.306	29.752	4.911	1.749	1
35	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus	Otsu	Otsu	TRUE	0.09	0.519	0.754	2617	2727	0.086	0.15	12.083	1	9.04E-66	286.154	21.129	13.517	1.886	1
36	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	combine	Otsu	Otsu	TRUE	0.015	0.535	0.776	3608	2436	0.079	0.212	-0.034	0.481	0.519	32.527	7.864	2.886	0.613	1
37	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.111	0.512	0.75	1390	2727	0.085	0.311	15.822	1	3.36E-111	253.628	38.274	11.061	3.028	1
38	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus	Otsu	Otsu	TRUE	0.368	0.56	0.858	3147	3728	0.255	0.542	48.274	1	0	245.822	19.511	8.489	4.435	1
39	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	combine	Otsu	Otsu	TRUE	0.394	0.794	0.939	4080	4387	0.308	0.604	16.095	1	5.52E-115	36.166	8.498	4.414	2.632	1
40	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.177	0.431	0.788	1693	3050	0.082	0.442	23.459	1	1.18E-241	209.656	29.358	4.551	1.83	1
41	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	nucleus	Otsu	Otsu	TRUE	0.386	0.729	0.884	4130	10546	0.422	0.287	53.188	1	0	371.448	24.732	35.927	9.563	1
42	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	combine	Otsu	Otsu	TRUE	0.463	0.912	0.935	5544	12825	0.48	0.546	17.294	1	2.12E-132	37.059	8.744	7.58	4.026	1
43	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.304	0.665	0.869	2478	9827	0.291	0.388	44.333	1	0	334.389	38.722	29.337	10.425	1
44	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	nucleus	Otsu	Otsu	TRUE	0.225	0.537	0.853	2551	3117	0.153	0.361	25.595	1	3.50E-287	188.957	23.415	8.012	3.113	1
45	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	combine	Otsu	Otsu	TRUE	0.256	0.746	0.907	3656	2722	0.281	0.405	9.79	1	6.81E-44	35.112	8.254	5.554	2.275	1
46	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.079	0.406	0.811	1551	4564	0.026	0.372	7.559	1	5.67E-27	153.845	28.045	2.023	0.734	1
47	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus	Otsu	Otsu	TRUE	0.258	0.554	0.775	1739	3194	0.205	0.259	30.66	1	0	259.798	10.025	7.85	2.042	1
48	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	combine	Otsu	Otsu	TRUE	0.125	0.718	0.833	2193	3655	0.162	0.308	2.708	1	6.41E-05	17.206	4.057	2.112	0.705	1
49	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.249	0.501	0.758	1130	3100	0.177	0.304	33.648	1	0	242.593	11.432	5.59	1.662	1
50	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	nucleus	Otsu	Otsu	TRUE	0.269	0.68	0.843	1547	8174	0.32	0.31	32.934	1	0	277.65	32.145	32.401	9.275	1
51	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	combine	Otsu	Otsu	TRUE	0.315	0.736	0.893	2342	9490	0.396	0.466	12.677	1	3.56E-72	38.407	8.309	7.239	3.213	1
52	C3-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	C1-d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.212	0.657	0.829	977	7827	0.218	0.389	25.405	1	5.69E-283	239.243	46.438	25.452	9.338	1
53	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	nucleus	Otsu	Otsu	TRUE	0.163	0.579	0.974	3555	3707	0.089	0.22	17.348	1	3.19E-133	211.368	15.106	5.908	1.348	1
54	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	combine	Otsu	Otsu	TRUE	0.127	0.723	0.967	4819	2578	0.112	0.264	3.482	1	4.23E-07	16.946	3.407	1.46	0.375	1
55	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.162	0.549	0.975	2844	3707	0.098	0.291	20.071	1	1.59E-177	194.422	16.133	5.107	1.496	1
56	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus	Otsu	Otsu	TRUE	0.115	0.534	0.971	1760	4780	0.038	0.168	15.205	1	7.28E-103	254.412	22.373	4.819	0.894	1
57	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	combine	Otsu	Otsu	TRUE	0.076	0.743	0.973	2755	6843	0.008	0.085	2.288	0.999	6.06E-04	23.293	4.897	0.373	0.044	1
58	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.103	0.475	0.971	1225	4651	0.043	0.27	15.588	1	5.36E-108	231.119	29.191	4.331	1.187	1
59	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	nucleus	Otsu	Otsu	TRUE	0.084	0.513	0.988	1607	3301	0.013	0.172	12.453	1	1.00E-69	339.283	38.368	2.727	0.494	1
60	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	combine	Otsu	Otsu	TRUE	0.139	0.69	0.99	2374	1677	0.092	0.284	5.865	1	5.45E-17	29.464	6.665	1.586	0.545	1
61	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.045	0.476	0.987	1339	3495	0.012	0.209	6.628	1	3.51E-21	309.819	40.315	2.151	0.465	1
62	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	nucleus	Otsu	Otsu	TRUE	0.092	0.515	0.974	1781	1202	0.031	0.112	13.938	1	8.54E-87	239.996	15.325	3.278	0.47	1
63	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	combine	Otsu	Otsu	TRUE	0.097	0.608	0.968	2271	2501	0.002	0.099	3.896	1	1.80E-08	26.495	6.58	0.105	0.016	1
64	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.078	0.482	0.975	1064	1227	0.027	0.199	9.037	1	1.05E-37	213.501	21.262	2.663	0.585	1
65	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus	Otsu	Otsu	TRUE	0.08	0.594	0.959	2858	445	0.071	0.212	10.708	1	4.17E-52	287.327	35.746	11.908	2.541	1
66	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	combine	Otsu	Otsu	TRUE	0.01	0.633	0.954	4148	499	0.051	0.19	-0.514	0.234	0.766	41.236	9.41	2.365	0.494	1
67	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.089	0.58	0.96	2039	420	0.072	0.291	12.905	1	1.02E-74	246.091	42.48	9.989	2.837	1
68	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	nucleus	Otsu	Otsu	TRUE	0.126	0.547	0.968	2673	934	0.061	0.272	14.775	1	2.96E-97	237.428	24.19	5.26	1.37	1
69	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	combine	Otsu	Otsu	TRUE	0.093	0.654	0.971	4051	920	0.084	0.292	2.173	0.999	0.001	24.304	4.808	1.375	0.397	1
70	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.109	0.519	0.967	2045	999	0.039	0.322	12.998	1	9.19E-76	213.125	28.12	3.498	1.003	1
71	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus	Otsu	Otsu	TRUE	0.143	0.644	0.965	1324	4226	0.074	0.275	17.167	1	1.70E-130	257.256	16.43	3.751	1.031	1
72	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	combine	Otsu	Otsu	TRUE	0.149	0.813	0.971	1766	5431	0.089	0.371	4.234	1	1.06E-09	26.589	5.892	1.232	0.503	1
73	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.046	0.592	0.963	790	2641	0.037	0.147	6.371	1	1.02E-19	230.667	28.056	5.503	0.834	1
74	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	nucleus	Otsu	Otsu	TRUE	0.397	0.868	0.994	1391	8533	0.472	0.406	71.664	1	0	445.773	72.883	84.846	31.615	1
75	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	combine	Otsu	Otsu	TRUE	0.447	0.932	0.995	1997	10167	0.543	0.479	24.663	1	7.99E-267	76.398	17.316	19.723	9.053	1
76	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	0.34	0.844	0.994	1033	8005	0.369	0.481	51.781	1	0	369.627	86.597	66.436	29.788	1
